HITId	tweet	sentiment	directness	annotator_sentiment	target	group
NULL	Experience Charlie. Married woman who loves hot phone sex with strangers. Can you get me off? - 27 http://t.co/jtsIjBULVC	NULL	NULL	NULL	NULL	NULL
NULL	American culture is stuck to the side of the toilet. Graffiti writers in Europe can create better art without any lowlife trash sex jokes.	NULL	NULL	NULL	NULL	NULL
NULL	First jig of the night	NULL	NULL	NULL	NULL	NULL
NULL	حكومة الحمدين وأضف لهم وزير خارجية لبنان جبران باسيل كلهم كذابين	NULL	NULL	NULL	NULL	NULL
817.0	*قانون التحرش الجديد العقوبة سنه واحده...*	normal	indirect	indifference	gender	women
343.0	كل المنظفات ديه و برضو اخترت تبقى وسخ معايا @url	offensive_disrespectful	indirect	indifference	other	individual
NULL	كفاكم هبل أيها السادة الجنبلاطيين لا أوامر من حزب البعث ولا من النظام الأسدي 	NULL	NULL	NULL	NULL	NULL
3481.0	@user ok retard	offensive	indirect	fear_shock	disability	special_needs
NULL	Why can't I have colored eyes like my siblings &#128557;&#128557;	NULL	NULL	NULL	NULL	NULL
NULL	Charlie xcx is bae	NULL	NULL	NULL	NULL	NULL
3152.0	@user ما يحسسني المجمتع ان المرأة مجرد عورة وفتنة لازم اغطيها وأبعدها من الرجال لانها بتثير غرائزهم ، كل مرأة… @url	normal	indirect	sadness	gender	women
NULL	I be jamming Skid Row,Kix,Cinderella,Damn Yankees,Bon Jovi,Def Leppard,Whitesnake,Extreme,Vinnie Vincent Invasion,Ratt,Scorpions etc	NULL	NULL	NULL	NULL	NULL
1211.0	جات الحريم فرقتهم @url	offensive	indirect	anger_sadness_shock_indifference_disgust	gender	women
1859.0	باير  = شخص فاشل لا يعمل ولا فائدة ترجى منه	disrespectful_normal	direct	sadness	other	other
2933.0	@user كله من الحريم يوم ساقوا	disrespectful_normal	direct	sadness_indifference	gender	women
1119.0	hate people. hate think hate act...... everybody fucking retarded	offensive_hateful	indirect	anger_confusion_sadness_indifference_disgust	disability	special_needs
NULL	يا عيني السياسة الاقتصادية قايمة على الدين وحولت البلد من الانتاج للإستهلاك وين الصناعة	NULL	NULL	NULL	NULL	NULL
1353.0	علشان شعب وسخ بطبعه واي هري ويخهخهو ويهخوو ويلم شويه لايكس علي حساب ناس محدش عارف ظروفهم @url	hateful	direct	anger_shock_indifference_disgust	origin	other
2143.0	yes 30000 illegal aliens entered canada safe country thanks belongs trudeau @url	offensive	indirect	shock_disgust	origin	other
2382.0	quand @user arrive en retard @url	offensive	indirect	anger_sadness_shock_indifference_disgust	disability	special_needs
445.0	@user @user retarded cant research...then sure right... @url	offensive	indirect	anger_indifference	disability	special_needs
2439.0	got called nigger work aint give wifi password. @user control people	offensive	indirect	sadness_disgust	origin	individual
NULL	Lets finish strong Yankees	NULL	NULL	NULL	NULL	NULL
1932.0	@user @user @user السودانيين معلمين السياسه في الوطن العربي ياجهلول يابالع بول البعير  السودانيي… @url	abusive_hateful	direct	shock	origin	individual
2520.0	مع إني ضد الشتيمة، بس تركي اَل الشيخ (شوال البطاطا)، ومن يمثلهم، واللي بيدافعوا عنه، وسائر كوكب شاربي بول البعير =… @url	normal	direct	indifference	origin	individual
NULL	انت يا سارق شو مفكر ما منعرف مين سرقلا المصاري و افلست الشركة روح شوف فسادك انت من وين معك كل 	NULL	NULL	NULL	NULL	NULL
2744.0	@user @user sick little cunt	offensive	indirect	sadness_indifference	gender	women
2812.0	act normal girls notice me. act retarded girls think i'm retarded that's skill @url	offensive	indirect	anger_fear_shock_sadness_disgust	origin	special_needs
199.0	rrrrrrly dont care im cunt	offensive	indirect	anger_sadness	other	women
1839.0	@user @user اي شرع يا خنزير القحباني؟ ان تقتل وتقطع وتذيب الجثة هذا دين داعش السعودي الوهابي المجنون… @url	abusive_hateful	direct	shock	origin	individual
2432.0	@user guess i'm retarded	fearful_hateful_disrespectful_normal	indirect	indifference_disgust	disability	special_needs
4993.0	look faggots faggot would told bio. come bothering kind crap messages part.	offensive	indirect	sadness_fear	origin	gay
4867.0	oh cock stabbing fuck nuts weather twat says there's rain shower outside.	normal	indirect	anger_indifference	gender	individual
2155.0	@user article really say anything spic's	offensive	indirect	shock_disgust	origin	individual
NULL	آلوزير جبران باسيل وزير لبناني فقط لا غير	NULL	NULL	NULL	NULL	NULL
NULL	Golden Oreos are the best	NULL	NULL	NULL	NULL	NULL
NULL	ليش ما قاهركن الا الوزير جبران باسيل لو بتفكوا شوي عن سماه منا وجر	NULL	NULL	NULL	NULL	NULL
46.0	معا لحماية أطفالنا من التحرش الجنسي @url	normal	indirect	indifference	other	other
948.0	#soberanalysis nshould viralnmsm gone full retard. @url	offensive_hateful	indirect	anger_indifference	disability	special_needs
NULL	@danifreshh some weird local ghetto school haha	NULL	NULL	NULL	NULL	NULL
4667.0	@user sad cunt	offensive	direct	fear_indifference	origin	individual
2538.0	@user @user كل زق يا كلب الفرس انت عربي يا وسخ حكامك انت الي جابهم المستعمر حكامنا غير ملوك سلاطين من ميات السنيين	hateful	direct	shock	other	individual
NULL	ياريت كنا قطريين 	NULL	NULL	NULL	NULL	NULL
NULL	خلينا مهتمين بشؤونن	NULL	NULL	NULL	NULL	NULL
NULL	RT @TomBradysEgo: Might have a better chance if we put some trash cans out there.	NULL	NULL	NULL	NULL	NULL
NULL	هاد سعودي ، وانت خليك بحالك يا سوري ولا انت تقليد سوري	NULL	NULL	NULL	NULL	NULL
1945.0	absolute fucking cunt. i'll stab fucking eyes horrible bastard. @url	abusive_offensive	indirect	anger_confusion_fear_indifference_disgust	gender	women
NULL	وأكبر دليل للي بصدقك يا ابن شعبان 	NULL	NULL	NULL	NULL	NULL
NULL	Charlie Baltimore look good for 45 &#128563;	NULL	NULL	NULL	NULL	NULL
2820.0	@user ليكو شحاذ السفارة وطفل انابيب بول البعير بيحكي قانون	offensive	direct	shock	other	individual
1004.0	واصل (ما لك دخل) قد يصل بالواحد لإنكار بدهيات ومسلمات عند العقلاء جميعا ككون اللبس معطى مؤثر في معادلة التحرش، وككو… @url	offensive	indirect	indifference_disgust	other	other
3340.0	green version mix 3 intensify ching chong ness. green jade chinese bling dawg	abusive_disrespectful	indirect	sadness_shock	origin	left_wing_people
3158.0	sissyslutfaggotbrendab: expose sissy #faggot #sissyexposure free to... @url	abusive_normal	indirect	anger_confusion_fear_sadness_disgust	other	other
NULL	هي بتنطبق عليك وزير الصدفه 	NULL	NULL	NULL	NULL	NULL
NULL	"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash"	NULL	NULL	NULL	NULL	NULL
4582.0	@user admits went far faggot line (even though agree never @url	hateful	indirect	confusion_indifference	sexual_orientation	other
NULL	للأسف أصبح لقب د يرمز للغباء عند كثير من حامليه وهاب يشتم في العام مرة السعودية… 	NULL	NULL	NULL	NULL	NULL
2338.0	#بول_البعير	normal	indirect	shock	other	other
1905.0	also dog retarded @url	offensive	direct	anger_sadness_shock_indifference_disgust	disability	special_needs
1992.0	ومتى كان لسانه وسخ؟	normal	indirect	indifference_disgust	other	individual
NULL	جبران باسيل يطبّع قُبَل على خدود الدولة الغاصبة	NULL	NULL	NULL	NULL	NULL
NULL	دخيل البك شو بحبك   	NULL	NULL	NULL	NULL	NULL
1588.0	im racist much despise word nigger hilarious	offensive	indirect	anger_shock	origin	left_wing_people
2887.0	every star calls u faggot	normal	indirect	fear_indifference	sexual_orientation	other
NULL	#Yankees If Royals have a fire sale. I want the whole team!! Leave Gardner and Tanaka. The rest can please go. Along with Joe and Cash.	NULL	NULL	NULL	NULL	NULL
3546.0	@user shitting right? watched every single leftist completely ignore elizabeth warren prov @url	offensive	indirect	anger_fear_shock_indifference_disgust	other	special_needs
1489.0	لاتلعب بنار يامجوسي مع سني بتحرء أصابيعك خزها عبرة ياأبن لمتعة ليمازة لخميني لعنة الله سرهو في جنازتهي وكل من شهادة… @url	abusive_hateful	indirect	disgust	other	other
626.0	peace chocolate treats syrian refugees reach international space station @url @url	disrespectful_normal	indirect	anger_sadness_indifference_disgust	origin	other
NULL	RT @aekulze: In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/xlxdfZxS9s @vocativ http://t.co/E3hhzNThrk	NULL	NULL	NULL	NULL	NULL
NULL	كيف بتبهدل حالك ب حركات؟؟جيب جبران باسيل، وعملو وزير الخارجية، ويطلع يتحفنا بأفكاره دولياً مش بس محلياً   ♀ …	NULL	NULL	NULL	NULL	NULL
3152.0	want prove know big cunt be....shoot &amp; kill sleeping lion @url	normal	indirect	anger_confusion_shock_indifference_disgust	other	special_needs
4400.0	@user us desire learn shithole country languages. french unpopular teachers bec @url	fearful_abusive_hateful_disrespectful_normal	indirect	fear_disgust	origin	other
3716.0	shit me... dog... kane.. faggot ass nigga chauncey	offensive	indirect	fear_shock_sadness_disgust	sexual_orientation	individual
NULL	King, TI vs tip and that troubleman albums all trash.	NULL	NULL	NULL	NULL	NULL
2190.0	@user @user @user @user ehh faggot one cares you.	hateful	direct	anger_confusion_sadness_indifference_disgust	sexual_orientation	individual
NULL	RT @SBNation: Plenty of Kobe vs. Dwight trash talk after the game, too. http://t.co/YCwfrv7syX http://t.co/TRHYFjoIwc	NULL	NULL	NULL	NULL	NULL
3967.0	@user nah coz cunt	offensive	indirect	anger_confusion_fear_shock_sadness	other	women
NULL	@craigcalcaterra Hes behind the plate for the game tonight here in AZ. Im looking to buy a red&amp;yellow Balkamania shirt I can tear off there.	NULL	NULL	NULL	NULL	NULL
1242.0	وباير : بمعنى كسول او عدم اظهار الجدية في الامر	normal	direct	indifference	other	other
NULL	منتخبين زي اوروجواي و روسيا بعد ما قدروا يتخطوا فريق كبير زي مصر  اي مرحلة ف كاس العالم بعد كدا سهلة عليهم	NULL	NULL	NULL	NULL	NULL
562.0	والكلاب السود والخنازير تاكلنا	abusive_hateful	indirect	shock	origin	other
43.0	@user @user اي احترام يا الخنزيره والمجوس انتم من هدم حترام الدول والان ذوقو ما تذوقه الناس منكم يا خناز… @user	offensive	direct	disgust	origin	other
NULL	"@TeamSky yellow in paris! Fantastic effort from #AllezWiggo and #VroomFroome..now just the last stage up for grabs #GoCav #TDF12"""	NULL	NULL	NULL	NULL	NULL
78.0	@user ولو مجلهاش عرسان تبقي بايرة ووحشة ومحدش بيبصلها أنة الشعب المصري ياسادة	normal	indirect	shock	origin	women
NULL	المال القطري	NULL	NULL	NULL	NULL	NULL
1967.0	@user معتز مطر شخصيه حقيرة خنزير من خنازير الاخوان المجرمين المنافقين	hateful	direct	confusion_shock	other	other
5590.0	intellectual terrorist	normal	indirect	anger_sadness	other	other
NULL	#NowPlaying : Great White - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6	NULL	NULL	NULL	NULL	NULL
NULL	مش جايي لعندك و على دولة الخلّفك و فيك تفل إذا مش عاجبك 	NULL	NULL	NULL	NULL	NULL
NULL	RT @MacMiller: @iCodyMontana @ScHoolBoyQ @xdannyxbrownx yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.	NULL	NULL	NULL	NULL	NULL
NULL	RT @DreCordero: Always interesting to see people who trash La Liga react to products of La Liga on Premier League clubs.	NULL	NULL	NULL	NULL	NULL
1338.0	@user @user @user say limited edition limited fortnitemares mongoloid lmao.	offensive_hateful	indirect	anger_confusion_fear_shock_disgust	gender	special_needs
5269.0	@user @user coming clip fully loaded wtf faggot @url	offensive_hateful	indirect	anger_confusion_sadness_shock_indifference	sexual_orientation	individual
2434.0	اما خزعبلات الرافضه فهذا والله…	abusive_disrespectful	indirect	indifference	other	other
NULL	RT @walshnyc: Which World Cup Teams Are Jihadis Rooting For? http://t.co/ecU754zHKk @versharma @vocativ http://t.co/8z0B7ocMqP	NULL	NULL	NULL	NULL	NULL
NULL	Only Americans are degenerate enough to 'honor' their war dead by having a barbecue. Anyone who 'grills out' for Memorial Day is trash.	NULL	NULL	NULL	NULL	NULL
